x,y
-0.873406986240298,0.673298971696818
-0.794285468291491,0.329398237465299
0.61569604370743,-0.382739326394286
0.196981910150498,-0.471629860608137
0.877134711947292,-1.07402793950116
-0.115004387684166,-0.1425234091007
0.340853587724268,-0.314612829348264
-0.3486008499749,0.23980573700426
-0.615706650074571,0.665316542823536
-0.164775943383574,0.578814105175458
0.801381373312324,-0.649064468713481
-0.753445586655289,0.726239662154535
-0.967822181526572,0.982511275536693
-0.952151539269835,0.794430071118782
0.49090763926506,-0.463628228865452
0.723788638599217,-0.933048135198938
0.0516554238274693,-0.51258466443266
0.614765574689955,-0.505611526613396
0.346970312763005,-0.150435549722408
0.0787371033802629,-0.39787052383825
-0.941734096035361,0.700681863793853
-0.0442387843504548,0.197633846613788
0.41109471488744,-0.441421247988719
-0.832336571067572,0.956492126012048
0.779765965882689,-0.725350153892706
0.792498111724854,-0.655869596313698
-0.316190573386848,-0.0478815176348158
0.531771341338754,-0.350004188708179
-0.00933750718832016,-0.113067263701508
0.180833934340626,-0.172074763408056
-0.708650294691324,0.288143191338946
0.429703143425286,-0.86213951073933
0.484752340242267,-0.0432488749608435
0.699184079188854,-0.826963512160423
-0.668420788366348,0.341919375598999
0.448824779130518,-0.526359330357555
0.69274140521884,-0.637775237133552
0.630080688279122,-0.378206697827799
-0.431269635912031,0.111662925793823
0.809076858684421,-0.779065536125876
-0.79288834752515,0.465056667944673
-0.275235334876925,0.421524063958813
0.135867636185139,-0.213731854588095
-0.746888054069132,0.754494323824245
0.0340999644249678,-0.375473704810099
0.437967605423182,-0.526713954873469
-0.967584003228694,0.784441391545758
0.982768482528627,-0.986194094329171
0.819126934278756,-0.986981825224174
-0.824647468049079,0.960435185055716
-0.704020037315786,0.723524147301499
0.501176213379949,0.0551080908333815
-0.486307796556503,0.111374046387171
-0.141028517857194,0.0302339433878762
-0.0651021632365882,0.175196718306581
0.93473784904927,-0.686254606955689
0.907374358270317,-0.770390132773349
-0.366255167406052,0.266697184505252
0.24553647544235,-0.29107382682763
0.416761442087591,-0.639678179165524
-0.831660784780979,1.00449725029657
0.639245503116399,-0.775581816660578
0.793688145000488,-0.903506201442826
0.386588065419346,-0.83353598784056
0.695198589004576,-0.191551020328182
0.558610946405679,-0.276706515272187
0.674609105102718,-1.04890031868816
-0.703059855848551,0.587895923699326
0.0569981904700398,0.153610961380217
0.986728401854634,-0.867087740369258
-0.336437012534589,0.480881653637065
-0.065685264300555,-0.299992202070069
0.768752061296254,-0.543261650023004
-0.452611863613129,0.711412653228723
-0.313353694044054,0.658268341622098
0.477206772193313,-0.638605919225623
-0.490680241491646,0.887802287440986
-0.0619307095184922,0.30103371586896
-0.433552314527333,0.32759034572066
0.0305284978821874,-0.40114605112187
0.406876967754215,-0.250651753290586
0.720232119318098,-0.908048928380178
0.783611917402595,-0.86251291299769
0.0609575258567929,-0.386581908110131
0.31032084254548,-0.830657195534412
0.278058096766472,-0.0911561313108406
0.428680395707488,-0.734334714820999
0.00626991456374526,-0.154702132529293
-0.824525574687868,1.19094892935684
-0.19005712820217,-0.181260969252155
0.059002713765949,0.0459816838195808
0.18342847423628,-0.0981446105801258
0.171054663136601,-0.144018700812938
-0.869891882874072,0.695480226948651
0.761411503423005,-0.842580232457759
-0.290504228789359,0.00537569078408973
-0.550403258297592,0.565425634210541
0.397708759177476,-0.647987236673157
-0.831716469023377,0.319862368733418
0.453912533354014,-0.158437048486758
